VIDEOGAME_ID,NAME,RELEASE_DATE,REQUIRED_AGE,PRICE,POSITIVE_RATINGS,NEGATIVE_RATINGS
434510,Formicide,2017-06-12,0,0,216,51
434520,Simutrans,2016-05-24,0,0,232,83
434530,Flobe,2016-02-22,0,0.79,25,3
434540,Secret of the Pendulum,2016-04-07,0,5.59,2,4
434570,Blood and Bacon,2016-02-01,0,0.79,16822,995
434600,Blue Bird,2017-04-13,0,10.29,31,11
434650,Lost Castle,2016-08-31,0,6.99,11930,1392
434660,Octahedron: Transfixed Edition,2018-03-20,0,9.99,62,2
434680,Lamias Game Room,2016-02-16,0,0.79,105,65
434700,Forgotten Ball,2016-03-03,0,0.79,13,3
434730,Half Dead,2016-08-01,0,1.59,2174,560
434740,Lichtspeer,2016-09-27,0,6.99,92,19
434750,Z-Exemplar,2016-11-25,0,2.89,33,2
434780,The Renegades of Orion 2.0,2016-02-22,0,0.79,32,19
434790,Planet 1138,2016-02-18,0,1.99,11,4
434800,The Great Escape,2016-01-11,0,2.79,18,9
434820,Brushwood Buddies,2016-02-17,0,2.09,51,13
434860,Wanderjahr,2016-02-18,0,6.99,13,3
434870,Megalo Polis,2016-11-01,0,6.99,5,5
434880,Hieroglyphika,2016-02-03,0,6.99,83,38
434890,Eight Mini Racers,2016-01-12,0,0.79,29,22
434920,Last Heroes 2,2016-01-22,0,2.09,24,8
434960,Rolling Gauntlet,2016-01-19,0,0.79,4,6
434970,That Dam Level redux,2016-02-25,0,5.99,2,1
434980,Onion Force,2016-03-02,0,3.99,48,13
435000,The Whisperer in Darkness,2016-10-18,0,1.99,26,7
435010,Krinkle Krusher,2016-08-04,0,2.09,18,23
435020,AFL Evolution,2017-07-20,0,39.99,54,23
435030,Lost Lands: Mahjong,2016-03-14,0,0,3769,309
435040,Incredible Dracula: Chasing Love Collectors Edition,2016-01-27,0,6.99,41,12
435050,Glory Kingdom,2016-02-19,0,3.99,2,4
435070,Elansar,2016-01-11,0,2.09,7,10
435080,Philia : the Sequel to Elansar,2016-01-11,0,2.09,1,2
435100,2Dark,2017-03-10,18,18.99,155,47
435120,Rusty Lake Hotel,2016-01-29,0,1.59,1311,86
435140,Rush for gold: Alaska,2016-01-14,0,2.79,32,8
435150,Divinity: Original Sin 2 - Definitive Edition,2017-09-14,0,29.99,44145,2464
435230,Medieval Playground,2016-01-29,0,3.99,5,16
435250,Deadhunt,2016-01-12,0,3.99,66,6
435260,Planet Stronghold: Colonial Defense,2016-03-09,0,14.99,23,4
435300,We Know the Devil,2016-02-15,0,5.59,371,33
435360,Campus Notes - forget me not.,2016-04-06,0,8.99,51,6
435400,Hidden Folks,2017-02-15,0,5.99,4514,161
435420,Operation: Matriarchy,2016-01-29,0,4.79,26,15
435440,Galaxy Control: 3D Strategy,2016-08-10,0,0,180,166
435460,NotCoD™,2016-05-19,0,3.99,58,7
435480,Trials of the Blood Dragon,2016-06-13,0,12.49,96,50
435490,Pierhead Arcade,2016-09-21,0,7.19,206,14
435530,The Final Station,2016-08-30,0,10.99,3383,649
435600,"My Tower, My Home",2016-03-15,0,0.79,19,10
435780,VIOLET: Space Mission,2016-01-20,0,3.99,9,7
435790,10 Second Ninja X,2016-07-19,0,7.99,135,17
435800,Binaries,2016-04-04,0,6.99,53,5
435840,The Preposterous Awesomeness of Everything,2016-02-09,0,4.99,32,4
435970,RefRain - prism memories -,2016-05-12,0,10.99,55,0
436000,Lovely Planet Arcade,2016-07-22,0,4.79,69,23
436060,Lolly Joe,2016-08-05,0,1.99,13,6
436070,Nadia Was Here,2017-05-26,0,8.99,22,3
436110,Medusas Labyrinth,2016-02-15,0,0,807,209
436140,Empire of the Gods,2016-01-27,0,1.59,31,12
436150,Governor of Poker 3,2016-02-19,0,0,2163,866
436160,The Panic Room,2016-04-27,0,0,164,142
436180,Spacelords,2017-09-22,16,0,1170,1209
436220,A-10 VR,2016-04-05,0,3.99,136,8
436230,Detached,2017-05-18,0,19.49,138,38
436240,Melancholy Republic,2018-04-12,0,6.99,14,6
436260,Ultimate Arena,2016-09-05,0,13.99,123,100
436270,Civil War: 1863,2016-06-21,0,6.99,20,12
436280,Sudoku Quest,2016-06-03,0,4.79,49,21
436290,Children of Zodiarcs,2017-07-18,0,13.59,210,77
436320,Raw Data,2017-10-05,0,29.99,1594,289
436340,Kiya,2016-12-12,0,0,23,3
436360,Robos World: The Zarnok Fortress,2016-03-07,0,6.99,18,2
436390,Prison Run and Gun,2016-03-16,0,1.99,288,27
436400,Heroes of the Seven Seas VR,2016-10-14,0,4.99,35,9
436470,Gamma Bros,2018-12-10,0,0,68,5
436480,Soup: the Game,2016-03-18,0,1.59,25,15
436490,Firebird - La Peri,2016-08-19,0,3.19,161,35
436500,Diaries of a Spaceport Janitor,2016-09-16,0,6.99,335,98
436510,Worlds of Chaos: Invasion,2016-02-10,0,11.39,6,1
436520,Line of Sight,2017-01-31,0,0,4562,3397
436530,Bullshot,2016-11-22,0,0.79,211,61
436560,Kings and Heroes,2017-11-16,0,11.39,485,306
436670,The Legend of Heroes: Trails in the Sky the 3rd,2017-05-03,0,24.99,439,26
436690,Tempest Citadel,2018-04-17,0,15.49,30,11
436820,Waltz of the Wizard,2016-05-31,0,0,1133,24
436850,Stellar Stars,2016-11-10,0,6.99,3,3
436860,Arctic alive,2016-01-29,0,1.59,29,23
436870,Tank Brawl,2016-04-20,0,3.99,22,11
436940,Quar: Battle for Gate 18,2016-04-04,0,9.99,49,7
436950,Mosaic Maze,2016-02-12,0,3.99,4,1
437000,GUILTY GEAR 2 -OVERTURE-,2016-03-31,0,14.99,90,36
437020,WITCH-BOT MEGLILO,2016-07-15,0,4.79,61,1
437030,MEMENTO,2016-07-07,0,4.79,14,8
437060,MOAI 3: Trade Mission Collectors Edition,2016-01-29,0,6.99,20,2
437080,Space Rift - Episode 1,2016-08-02,0,14.99,53,16
437090,Wobbly Jungle,2016-04-14,0,1.59,39,5
437100,My Night Job,2016-04-21,0,2.79,66,5
437160,The Lions Song: Episode 1 - Silence,2016-07-07,0,0,1579,109
437170,The Amazing Adventures of Ash - Afterparty,2016-01-21,0,1.59,7,2
437180,Chill the Piro,2016-04-28,0,1.69,18,7
437210,The Hunt,2017-06-06,0,6.99,5,4
437250,A House of Many Doors,2017-02-03,0,7.99,209,34
437340,Toys of War,2019-02-27,0,7.19,6,0
437380,Vanquish: The Adventures of Lady Exton,2016-06-20,0,6.99,7,5
437390,HoPiKo,2017-01-06,0,4.99,110,34
437400,SOLRAVEN,2016-03-03,0,0,8,27
437420,The Secret Order 3: Ancient Times,2016-03-10,0,6.99,165,20
437520,ZeGame,2016-05-27,0,3.99,67,1
437530,A Blind Legend,2016-04-07,0,4.99,136,34
437570,GoNNER,2016-10-12,0,6.99,729,122
437610,SQUIDS FROM SPACE,2017-06-16,16,2.09,156,13
437630,State of Mind,2018-08-15,0,25.99,232,42
437690,Venture Kid,2018-05-03,0,6.99,33,5
437710,Magic Flute,2016-02-17,0,3.99,9,2
437720,Blossoms Bloom Brightest,2017-04-28,0,0,67,28
437730,Roadclub: League Racing,2019-01-08,0,7.19,32,5
437740,Inside: Before Birth,2016-02-11,0,2.79,19,23
437870,Earth Space Colonies,2016-07-01,0,6.99,83,77
437880,Project Graviton,2016-02-15,0,1.59,12,6
437890,AuroraRL,2016-04-08,0,3.19,137,50
437900,Party Jousting,2016-03-01,0,0,575,58
437920,Tricky Towers,2016-08-02,0,11.99,3449,378
438000,PIXELMAN,2018-02-28,0,1.99,48,6
438020,AI: Rampage,2016-01-27,0,1.59,85,206
438030,Dead6hot,2016-02-01,0,0.79,201,246
438040,Shakes and Fidget,2016-02-24,0,0,6591,988
438080,Surfingers,2016-01-27,0,1.59,442,103
438090,Defend Felinearth,2016-06-10,0,1.59,5,3
438100,VRChat,2017-02-01,0,0,25818,3323
438130,Root Double -Before Crime * After Days- Xtend Edition,2016-04-27,0,26.99,250,15
438140,Star Realms,2016-03-08,0,0,492,128
438160,LILT,2016-01-28,0,3.99,5,0
438180,Super Mustache,2016-01-27,0,0.79,433,160
438220,Castle Heist: Chapter 1,2016-05-05,0,1.99,11,3
438240,Corpo Tale,2016-08-06,0,3.99,14,0
438260,Rewind,2016-03-31,0,5.99,14,3
438270,Learn Japanese To Survive! Hiragana Battle,2016-02-16,0,4.99,1189,88
438300,Shepherds of the Abyss,2016-11-18,0,4.79,13,10
438320,Rush Rover,2017-11-29,0,3.99,154,3
438340,Drizzlepath: Genie,2016-02-22,0,4.99,83,47
438350,Dynetzzle Extended,2016-03-15,0,0.79,27,3
438360,Infinitesimal Point,2016-02-03,0,3.99,11,4
438420,Zenith,2016-09-20,0,10.99,272,113
438430,Valentino Rossi The Game,2016-06-16,0,15.49,214,61
438440,Star Rogue,2016-02-01,0,5.79,20,0
438450,3DF Zephyr Lite Steam Edition,2016-02-02,0,154.99,30,2
438460,ARENA 3D,2018-02-07,0,2.09,29,2
438480,Rock N Roll Defense,2016-08-10,0,0.79,673,137
438490,GOD EATER 2 Rage Burst,2016-08-29,0,39.99,2576,738
438560,Mystery Case Files®: Escape from Ravenhearst™,2016-02-03,0,6.99,7,3
438600,Soccer Manager,2016-02-09,0,0,145,78
438640,LEGO® STAR WARS™: The Force Awakens,2016-06-27,0,24.99,1828,422
438650,Gravity Compass,2016-05-10,0,1.99,9,9
438660,Jerry Rice & Nitus Dog Football,2016-02-11,0,3.99,11,4
438680,One Troll Army,2016-05-19,0,0,936,169
438720,Heroes of Shadow Guard,2016-08-03,0,0,26,28
438730,Poly Towns,2016-04-22,0,3.99,15,18
438740,Friday the 13th: The Game,2017-05-25,18,15.49,19663,8304
438770,Street Posse Showdown,2016-11-21,0,14.99,0,2
438780,Terrarium Land,2016-03-29,0,6.99,5,3
438790,Random Access Murder,2016-08-05,0,0.79,38,125
438820,Hyper Box,2016-03-16,0,1.99,36,8
438910,"Hack, Slash & Backstab",2016-08-31,0,3.99,2,8
438920,Legends of Callasia,2016-06-10,0,0,202,48
438940,XBlaze Lost: Memories,2016-08-10,0,14.99,12,2
439190,Stories: The Path of Destinies,2016-04-12,0,10.99,4138,609
439250,Space Pilgrim Episode III: Delta Pavonis,2016-02-04,0,0.9,218,37
439260,"""BUTTS: The VR Experience""",2016-02-03,0,0.79,45,13
439310,Until I Have You,2016-04-04,0,10.99,84,23
439340,Tavern Tycoon - Dragons Hangover,2019-03-11,0,10.29,347,138
439370,Midair,2018-05-03,0,0,423,353
439420,SteelLIFE,2019-01-04,0,4.79,15,1
439440,Of Carrots And Blood,2016-03-25,0,2.09,68,22
439460,Ships 2017,2016-10-19,0,10.99,44,95
439490,BLUE REVOLVER,2016-10-11,0,10.99,233,2
439530,Rock-N-Rogue: A Boo Bunny Plague Adventure,2017-01-19,0,2.09,8,6
439550,n Verlore Verstand,2016-04-05,0,10.99,40,46
439720,Unending Galaxy,2016-02-19,0,6.19,63,30
439730,XO-Planets,2016-04-21,0,5.59,14,1
439740,Eclipsed,2016-02-17,0,4.79,11,2
439750,The Lost Heir 2: Forging a Kingdom,2016-01-29,0,2.89,25,6
439770,The Lost Heir: The Fall of Daria,2016-01-29,0,2.89,40,11
439800,Clouds & Sheep 2,2016-10-24,0,6.99,46,9
439880,Heroes of Loot 2,2016-06-07,0,6.99,21,5
439910,Risky Rescue,2016-02-19,0,0.79,248,62
439920,Royal Heroes,2016-03-16,0,3.99,197,54
439930,Control Craft 2,2016-02-15,0,1.99,58,35
439940,Lucid9: Inciting Incident,2016-04-14,0,0,795,71
439950,Frontier,2016-03-04,0,9.99,28,47
439960,Falling Stars: War of Empires,2016-04-27,0,14.99,10,3
440120,Vreal,2018-06-27,0,0,19,6
440280,Overpower,2016-04-20,0,5.99,37,8
440340,Banzai Escape,2016-02-29,0,4.79,80,33
440380,Super Kitty Boing Boing,2016-03-03,0,4.79,6,8
440410,Wolfsong,2016-02-01,0,6.99,12,4
440420,True Fear: Forsaken Souls,2016-10-19,0,5.99,343,36
440450,Escape: Sierra Leone,2016-12-05,0,6.99,31,15
440470,Absence,2016-02-11,0,4.79,6,15
440540,Ara Fell,2016-06-02,0,6.99,541,26
440550,Atomik: RunGunJumpGun,2016-08-31,0,5.59,176,20
440630,The Brookhaven Experiment,2016-07-05,0,14.99,662,95
440650,Niche - a genetics survival game,2017-09-21,0,13.59,1992,307
440660,Void Vikings,2018-04-04,0,3.99,9,2
440690,Mesel,2016-02-23,0,3.99,49,18
440720,Pandora`s room,2016-03-29,0,5.99,8,8
440730,Survival Zombies The Inverted Evolution,2017-05-08,0,3.99,466,341
440740,Tap Tap Legions - Epic battles within 5 seconds!,2016-02-08,0,0,169,141
440750,Story of a Cube,2016-03-04,0,4.79,18,9
440760,Cube Destroyer,2016-02-15,0,0.79,936,165
440770,Drawn Story,2016-02-11,0,3.99,7,9
440790,Spellbind : Luppes tale,2016-03-04,0,1.99,8,8
440800,Trial by Viking,2016-03-29,0,7.19,25,4
440810,1943 Megami Strike,2016-02-24,0,5.99,36,45
440870,Mysteries of the Past: Shadow of the Daemon Collectors Edition,2016-02-19,0,6.99,11,4
440880,The Count Lucanor,2016-03-03,0,7.19,728,37
440900,Conan Exiles,2018-05-08,18,33.99,22001,9594
440950,Story Of the Survivor,2016-02-16,0,3.99,33,18
441010,Mount Your Friends 3D: A Hard Man is Good to Climb,2018-02-23,0,5.19,168,23
441050,Polandball: Can into Space!,2016-06-15,12,1.99,418,19
441060,Silver Creek Falls - Chapter 3,2016-03-31,0,3.99,20,5
441230,Babel: Tower to the Gods,2016-04-05,0,6.99,27,3
441250,Talewind,2016-09-22,0,5.99,35,26
441280,Pharaoh Rebirth+,2016-03-17,0,6.99,181,11
441350,Assault Suit Leynos,2016-08-30,0,19.99,52,22
441380,PAC-MAN™ CHAMPIONSHIP EDITION 2,2016-09-13,0,9.99,196,144
441510,The Incredible Baron,2016-05-27,0,3.99,37,4
441550,STAR WARS™ Rebellion,2016-03-01,0,4.79,355,67
441640,VALENS,2016-02-18,0,5.59,6,13
441670,Jelly Killer,2016-03-24,0,2.89,145,38
441680,Obscuritas,2016-03-17,0,10.99,106,49
441790,Fragmented,2017-08-15,0,6.99,806,978
441830,I am Setsuna,2016-07-19,0,29.99,848,310
441850,ScriptVOX Studio,2016-04-29,0,22.99,0,1
441870,OutDrive,2016-02-22,0,1.99,1932,814
442000,Alone K.W.,2016-02-29,0,0.79,13,28
442070,Drawful 2,2016-06-20,0,6.99,289,37
442080,Riders of Icarus,2016-07-06,0,0,5306,2741
442120,Pinball FX3,2017-09-26,0,0,768,202
442140,Dyadic,2016-02-25,0,6.99,11,5
442190,Mind Dead,2016-08-16,0,3.99,10,16
442210,Switchcars,2016-03-04,0,5.99,336,22
442220,Iron Madness,2016-03-02,0,0,43,38
442260,Sprinter,2016-02-25,0,2.79,34,10
442290,Pointless,2016-02-22,0,0,81,67
442500,Age of Gladiators,2016-02-25,0,6.99,436,117
442660,The SoulKeeper VR,2017-08-15,0,15.49,46,29
442760,Endless Burst,2016-07-25,0,3.99,1,3
442770,The Minims,2016-04-01,0,6.99,14,5
442780,STRAFE: Millennium Edition,2017-05-09,0,11.39,1235,487
442810,UFO Online: Invasion,2016-06-08,0,0,256,212
442860,Vega Tank,2016-04-29,0,3.99,2,0
442890,Magic Potion Explorer,2016-03-11,0,6.99,39,34
443020,Victory and Glory: Napoleon,2016-03-17,0,22.99,62,17
443070,Insane Insects: The Inception,2016-05-02,0,6.99,1,5
443110,Armored Warfare,2017-11-17,0,0,495,332
443250,Legacy of the Elder Star,2016-06-07,0,0,33,5
443260,Hero Generations: ReGen,2016-08-19,0,10.99,38,23
443330,Malus Code,2016-05-06,16,9.99,69,23
443360,Red Comrades 2: For the Great Justice. Reloaded,2016-10-14,0,3.99,133,17
443370,The Treasures of Montezuma 5,2016-03-10,0,4.99,58,24
443380,Tokyo Babel,2016-03-31,0,26.99,50,6
443420,Artificial Defense,2016-06-01,0,2.09,160,28
443450,LASTFIGHT,2016-05-19,0,10.99,53,14
443460,Star Sky 2 - ブルームーン 2,2016-03-02,0,2.89,48,8
443530,Adam and Eve: The Game - Chapter 1,2016-02-26,0,2.79,21,58
443570,DreamBreak,2016-07-21,0,4.99,33,39
443580,Antenna,2016-04-07,0,0,1513,546
443650,Wailing Heights,2016-04-27,0,6.99,47,7
443680,Revenge of Roger Rouge,2016-04-22,0,0.79,19,10
443700,The Inner Sea,2016-03-30,0,9.99,16,4
443800,Ruckus Ridge VR Party,2016-04-05,0,6.99,34,17
443810,This Is the Police,2016-08-02,0,13.99,5315,1096
443830,The Daring Mermaid Expedition,2016-02-12,0,2.09,11,9
443850,Tross,2016-02-25,0,3.99,17,25
443860,Riptide GP: Renegade,2016-07-26,0,6.99,152,21
443880,Loot Rascals,2017-03-07,0,10.99,110,48
443890,BUCK: Saturday Morning Cartoon Apocalypse,2017-03-17,0,6.99,46,7
443940,Unknown Battle,2016-03-14,0,2.79,186,429
443970,S2ENGINE HD,2016-04-08,0,14.99,115,47
443980,Burokku Girls,2016-02-17,18,5.99,31,15
444000,Super Night Riders,2016-02-22,0,6.39,106,18
444020,Coffee Pot Terrarium,2016-06-01,0,3.99,3,3
444090,Paladins®,2018-05-08,0,0,169580,32407
444130,Auralux: Constellations,2016-06-01,0,6.99,63,14
444140,Sonicomi,2016-07-01,0,26.99,390,37
444160,Bonsai,2016-02-18,0,0.79,93,66
444170,Unhack 2,2017-01-12,0,4.99,42,2
444180,Techwars Online,2016-03-17,0,3.99,76,37
444190,Princess Edge - Dragonstone,2016-05-19,0,5.59,22,4
444200,World of Tanks Blitz MMO,2016-11-09,0,0,14069,5988
444210,Strike Force: Desert Thunder,2016-04-25,0,1.99,5,17
444220,Asteroid Bounty Hunter,2016-02-24,0,4.99,398,190
444250,Crown and Council,2016-04-22,0,0,450,268
444260,Mindless Running,2016-02-18,0,0.79,235,125
444270,Hypersensitive Bob,2016-03-29,0,3.99,43,9
444280,Alices Patchwork,2016-03-03,0,3.99,98,19
444290,28 Waves Later,2017-03-15,0,3.19,54,150
444320,Jumpix Jump,2016-02-15,0,2.79,20,23
444330,Battleships at Dawn!,2016-07-05,0,4.99,2,0
444350,HACK_IT,2016-05-05,0,10.99,35,108
444410,Find Out,2016-02-16,0,0.79,27,33
444420,24 Hours til Rescue,2016-02-19,0,2.79,24,56
444430,Zeus vs Monsters - Math Game for kids,2016-02-18,0,4.79,27,7
444440,Scapeland,2016-03-31,0,2.79,40,26
444480,Broken Dreams,2016-02-19,0,1.59,278,119
444490,POLYWAR,2016-12-30,0,3.99,276,107
444520,Leave Me Alone: A Trip To Hell,2016-04-20,0,1.59,86,23
444530,Light Repair Team #4,2016-04-05,0,3.99,39,5
444550,Void 21,2016-04-04,0,3.99,24,6
444580,ALONE IN SPACE,2016-02-22,0,7.19,80,66
444590,Skautfold: Shrouded in Sanity,2016-05-27,0,3.99,247,43
444620,SpellKnights,2016-07-13,0,0,28,43
444640,Bloons TD Battles,2016-04-20,0,0,6486,1227
444650,Endciv,2016-04-21,0,12.99,33,33
444670,Super Impossible Road,2016-05-11,0,9.99,84,14
444690,TRAPPED,2016-09-09,0,19.49,65,37
444710,Battle Crust,2016-02-25,0,5.59,16,2
444720,Inexistence,2016-04-18,0,4.79,206,100
444770,Mimpi Dreams,2016-03-22,0,0,311,22
444790,Abandoned Knight,2016-04-27,0,3.19,105,211
444800,NO THING,2016-04-07,0,2.79,197,27
444830,Concrete and Steel,2016-05-27,0,9.99,16,7
444870,Combat Racers,2016-04-16,0,4.99,8,2
444880,Death Stair,2016-08-16,0,1.69,162,92
444930,Zaccaria Pinball,2016-06-16,0,0,315,91
444940,UBERMOSH:BLACK,2016-02-17,0,0.79,205,21
444950,Lets Eat! Seaside Cafe,2016-02-26,0,6.99,1,3
444970,SPATIAL SOUND CARD,2016-03-13,0,7.19,116,52
444990,Ad Exitum,2016-05-13,0,3.99,1,3
445000,Nova Nukers!,2018-03-15,0,13.99,18,2
445020,Frozen Synapse 2,2018-09-13,0,23.79,139,56
445040,Sorcery! Part 3,2016-04-05,0,6.99,39,3
445050,Paintey,2016-04-18,0,6.99,4,0
445070,Tatsu,2016-08-29,0,6.99,17,6
445110,Tasty Planet: Back for Seconds,2016-03-29,0,4.79,215,25
445130,The Average Everyday Adventures of Samantha Browne,2016-04-18,0,0,686,164
445140,Smell Of Death,2016-07-04,0,9.99,40,14
445170,The Haunting of Billy Classic,2016-02-26,0,1.99,28,9
445190,Expeditions: Viking,2017-04-27,0,24.99,1608,321
445210,Tiny Knight,2016-03-17,0,5.99,12,3
445220,Avorion,2017-01-23,0,13.59,3190,398
445230,Lost girl`s [diary],2016-03-24,16,0,735,164
445310,Might and Magic: Heroes VII – Trial by Fire,2016-08-04,0,25.99,159,151
445350,Atomic Space Command,2016-10-13,0,10.99,7,9
445420,Aselia the Eternal -The Spirit of Eternity Sword-,2016-04-29,0,10.99,41,9
445430,Seinarukana -The Spirit of Eternity Sword 2-,2017-01-26,0,22.99,17,2
445550,Watsons Watch,2016-06-06,0,5.59,9,2
445600,Void Raiders,2016-06-14,0,3.99,52,17
445670,The Stargazers,2016-11-04,0,9.99,4,6
445720,Battle Islands: Commanders,2017-02-14,0,0,366,388
445750,Settled,2016-02-29,18,0.79,95,12
445770,Airport Madness 3D,2016-05-25,0,14.99,171,35
445800,Love Language Japanese,2019-01-11,0,15.49,45,4
445840,Undead vs Plants,2016-02-25,0,4.99,15,27
445860,Toy Plane Heroes,2017-06-08,0,6.99,39,10
445870,Phantom Trigger,2017-08-10,0,10.99,45,20
445950,Asher,2018-03-12,0,4.79,10,1
445980,Wizard of Legend,2018-05-15,0,12.39,3990,535
446000,Stellar Monarch,2016-12-05,0,14.99,104,26
446010,CitiesCorp Concept - Build Everything on Your Own,2016-04-29,0,14.99,6,5
446020,Jalopy - The Road Trip Driving Indie Car Game (公路旅行驾驶游戏),2018-03-28,0,10.99,3723,1172
446030,Corroded,2017-04-26,0,9.99,72,11
446040,Blade Arcus from Shining: Battle Arena,2016-07-28,0,22.99,113,26
446050,Operation KREEP,2016-06-10,0,1.99,5,2
446070,ecotone,2016-05-06,0,5.99,20,3
446100,Mantis Burn Racing®,2016-10-12,0,12.99,85,26
446110,Happy Critters,2016-10-20,0,4.99,1,0
446120,Bunker Punks,2018-05-28,0,10.99,208,42
446150,GUNS UP!,2018-02-05,0,0,1637,940
446240,Trawl,2016-05-13,0,4.99,21,14
446250,Silver Bullet: Prometheus,2016-04-08,0,3.99,35,18
446310,Sabres of Infinity,2016-03-29,0,2.89,78,5
446330,Guns of Infinity,2016-03-29,0,3.99,59,3
446380,Sophies Curse,2016-03-16,0,3.99,316,59
446390,Onechanbara Z2: Chaos,2016-06-02,16,29.99,384,119
446430,Doctor Watson - Treasure Island,2016-03-11,0,5.59,0,6
446440,Doctor Watson - The Riddle of the Catacombs,2016-03-04,0,5.59,0,10
446450,Blaster Simulator,2016-04-28,0,3.99,6,23
446460,Highland Warriors,2016-03-04,0,5.59,11,9
446470,New York Taxi Simulator,2016-03-04,0,3.99,15,44
446480,New York Bus Simulator,2016-03-04,0,3.99,7,42
446490,Rail Cargo Simulator,2016-06-07,0,3.99,6,39
446540,Smash Up: Conquer the bases with your factions,2016-10-12,0,5.19,102,75
446550,Infinite Mini Golf,2017-07-25,0,10.99,47,14
446560,Just Dance 2017,2016-10-27,0,41.99,1182,246
446570,Grove - VR Browsing Experience,2016-04-12,0,3.99,0,1
446590,7 Mages,2016-06-23,0,10.59,61,36
446600,Magi Trials,2016-11-17,0,9.29,63,16
446610,Bunny Bounce,2017-03-10,0,4.79,28,17
446620,Zombie Training Simulator,2016-04-15,0,14.99,481,50
446640,Space Pilgrim Episode IV: Sol,2016-03-04,0,0.9,234,26
446760,Neighborhorde,2017-06-05,0,3.99,32,3
446770,Skeet: VR Target Shooting,2016-04-05,0,0,106,28
446780,AMOK,2016-03-22,0,0.79,70,98
446790,Diluvion: Resubmerged,2017-02-02,0,14.99,557,270
446800,Transport Fever,2016-11-08,0,26.99,4418,1266
446810,Blossom Tales: The Sleeping King,2017-03-28,0,10.99,112,19
446840,Splasher,2017-02-07,0,10.99,567,37
446850,Mindball Play,2018-07-11,0,11.99,56,10
446870,Glitchrunners,2016-04-08,0,9.99,7,14
446910,Night Blights,2016-04-15,0,5.19,69,6
446990,The Huntsman: Winters Curse,2016-04-22,0,0,184,64
447000,Grimsfield,2016-05-12,0,2.99,19,2
447020,Farming Simulator 17,2016-10-24,0,15.99,11211,1025
447040,Watch_Dogs® 2,2016-11-28,0,49.99,20905,5366
447100,XLR,2016-04-05,0,3.99,8,13
447120,Where the Water Tastes Like Wine,2018-02-28,0,14.99,279,50
447150,APE OUT,2019-02-28,0,10.99,259,21
447170,"Destinys Princess: A War Story, A Love Story",2016-04-05,16,11.99,130,36
447180,My Secret Pets!,2016-05-10,16,11.99,61,30
447190,Pub Encounter,2016-04-12,16,13.59,112,17
447200,The Men of Yoshiwara: Ohgiya,2016-04-19,16,11.99,102,13
447210,Blink,2017-03-10,0,4.99,57,2
447240,Zasa - An AI Story,2016-04-11,0,0.79,110,5
447270,IKEA VR Experience,2016-04-04,0,0,194,70
447290,Redeemer,2017-08-01,0,10.99,477,132
447310,Paper Train Traffic,2016-03-04,0,2.09,61,20
447530,VA-11 Hall-A: Cyberpunk Bartender Action,2016-06-21,0,10.99,12348,294
447540,Lost Cosmonaut,2016-03-25,0,4.99,0,2
447570,Regeria Hope Episode 1,2016-07-25,0,0,278,48
447690,Dimensional Intersection,2016-10-05,0,3.99,26,6
447780,LostWinds,2016-03-24,0,6.99,232,42
447800,LostWinds 2: Winter of the Melodias,2016-03-24,0,6.99,94,18
447820,Day of Infamy,2017-03-23,0,11.39,14349,3169
447850,The Next Door,2016-03-22,0,0.79,340,341
447860,Maria the Witch,2016-03-01,0,3.99,38,21
447890,Cat on a Diet,2016-02-29,0,3.99,517,95
447920,Drift (Over) Drive,2017-09-24,0,0.79,13,11
447930,LYDIA: SWEET DREAMS,2016-10-03,0,6.99,4,0
447940,Brine,2016-05-07,0,2.79,106,280
447950,Bad Caterpillar,2016-10-19,0,1.59,84,7
447960,XCavalypse,2016-06-06,0,4.79,31,15
447970,Envoy,2016-03-17,0,3.99,79,19
447980,Blast Brawl 2: Bloody Boogaloo,2016-10-25,0,10.99,11,0
447990,Spectrubes,2016-03-25,0,1.59,12,6
448000,Sparkle ZERO,2016-03-14,0,3.99,151,122
448010,RePete,2016-03-09,0,1.59,29,3
448020,Share,2016-05-03,0,0.79,155,47
448050,Mr Nibbles Forever,2016-04-29,0,0.79,36,4
448060,X-17,2016-03-02,0,11.39,9,17
448070,Red Risk,2016-03-04,0,0.79,354,258
448080,Fibbage XL,2016-03-24,0,6.99,83,6
448110,So Long Earth,2016-04-28,0,0.79,23,12
448140,Night light,2016-07-12,0,3.99,0,4
448150,Mystica: The Ninth Society,2016-03-06,0,1.59,29,18
448160,WOLFLAME,2016-04-21,0,4.79,45,6
448170,Last Dream: World Unknown,2017-06-01,0,6.99,37,9
448230,AsteroidsHD,2016-03-04,0,0.79,11,14
448240,Hybrid Animals,2016-08-29,0,4.99,196,134
448250,NUKED KNIGHT,2016-10-19,0,3.19,133,62
448260,Cubium Dreams,2016-04-29,0,3.19,114,87
448280,Job Simulator,2016-04-05,0,15.49,1219,189
448290,Nefarious,2017-01-23,0,10.99,280,54
448300,Logic Missile,2016-04-28,0,0.79,3,1
448310,Bitardia Cards: Memes of 2ch,2016-05-19,0,0,137,48
448320,GIBZ,2017-04-07,0,5.59,288,57
448350,Case #8,2016-03-09,0,3.19,112,78
448370,IS Defense,2016-04-19,0,4.12,1003,63
448380,Escape: Close Call,2016-03-24,0,4.99,29,3
448390,Manekis Curse,2016-10-25,0,0,15,10
