GENRE_ID,VIDEOGAME_ID
2,301830
2,301840
2,301910
2,301970
2,301980
2,302010
2,302240
2,302250
2,302260
2,302330
2,302510
2,302570
2,302590
2,302610
2,302670
2,302710
2,302790
2,302810
2,302830
2,302870
2,302910
2,303260
2,303340
2,303390
2,303430
2,303470
2,303510
2,303550
2,303590
2,303610
2,303680
2,303690
2,303720
2,303840
2,303860
2,303870
2,304050
2,304150
2,304170
2,304240
2,304390
2,304430
2,304530
2,304540
2,304850
2,304910
2,304930
2,305010
2,305070
2,305380
2,305460
2,305500
2,305660
2,305720
2,305800
2,305960
2,305980
2,306000
2,306020
2,306350
2,306440
2,306670
2,306700
2,307030
2,307090
2,307110
2,307130
2,307150
2,307170
2,307210
2,307340
2,307350
2,307590
2,307600
2,307620
2,307690
2,307780
2,307880
2,307940
2,307960
2,308000
2,308040
2,308060
2,308080
2,308400
2,308420
2,308440
2,308540
2,308580
2,308600
2,309900
2,310110
2,310510
2,310700
2,310740
2,310790
2,310810
2,310830
2,310850
2,310870
2,310890
2,310950
2,310990
2,311010
2,311080
2,311100
2,311120
2,311140
2,311190
2,311210
2,311250
2,311310
2,311340
2,311480
2,311490
2,311560
2,311690
2,311730
2,311770
2,311800
2,311820
2,311870
2,311930
2,311940
2,311980
2,312010
2,312050
2,312150
2,312200
2,312210
2,312220
2,312230
2,312240
2,312310
2,312510
2,312520
2,312530
2,312540
2,312560
2,312610
2,312640
2,312650
2,312660
2,312670
2,312780
2,312900
2,312990
2,313040
2,313080
2,313210
2,313390
2,313400
2,313590
2,313690
2,313810
2,313980
2,314010
2,314030
2,314150
2,314180
2,314220
2,314230
2,314250
2,314280
2,314290
2,314300
2,314350
2,314410
2,314460
2,314530
2,314560
2,314570
2,314590
2,314660
2,314710
2,315110
2,315320
2,315330
2,315340
2,315430
2,315460
2,315480
2,315540
2,315610
2,315650
2,315670
2,315830
2,315840
2,315850
2,315920
2,315940
2,316020
2,316030
2,316180
2,316260
2,316320
2,316370
2,316390
2,316430
2,316600
2,316660
2,316810
2,316930
2,316970
2,317040
2,317060
2,317100
2,317250
2,317360
2,317410
2,317440
2,317470
2,317510
2,317610
2,317710
2,317720
2,317730
2,317840
2,317970
2,318100
2,318220
2,318230
2,318480
2,318530
2,318560
2,318600
2,318690
2,318860
2,318950
2,319080
2,319140
2,319170
2,319180
2,319250
2,319280
2,319430
2,319470
2,319480
2,319570
2,319630
2,319730
2,319830
2,319910
2,320140
2,320150
2,320240
2,320320
2,320410
2,320540
2,320790
2,320840
2,321080
2,321260
2,321270
2,321330
2,321350
2,321360
2,321390
2,321400
2,321560
2,321710
2,321830
2,321920
2,321940
2,321950
2,322080
2,322110
2,322170
2,322190
2,322210
2,322290
2,322430
2,322440
2,322500
2,322520
2,322680
2,322750
2,322770
2,322780
2,322910
2,322980
2,323000
2,323220
2,323240
2,323380
2,323430
2,323450
2,323460
2,323470
2,323580
2,323850
2,324070
2,324080
2,324140
2,324190
2,324240
2,324260
2,324360
2,324390
2,324510
2,324520
2,324570
2,324650
2,324740
2,324760
2,324800
2,324810
2,325150
2,325300
2,325370
2,325420
2,325430
2,325730
2,325860
2,325870
2,325930
2,326110
2,326120
2,326150
2,326340
2,326410
2,326420
2,326460
2,326470
2,326590
2,326720
2,326840
2,326960
2,326990
2,327010
2,327030
2,327060
2,327070
2,327090
2,327150
2,327310
2,327440
2,327500
2,327510
2,327520
2,327560
2,327740
2,327760
2,327860
2,327880
2,327890
2,327910
2,328070
2,328460
2,328470
2,328510
2,328590
2,328640
2,328650
2,328670
2,328710
2,328740
2,328760
2,328830
2,329040
2,329050
2,329070
2,329110
2,329130
2,329190
2,329240
2,329310
2,329320
2,329340
2,329380
2,329430
2,329460
2,329480
2,329490
2,329640
2,329650
2,329770
2,329860
2,330100
2,330180
2,330270
2,330350
2,330370
2,330450
2,330460
2,330570
2,330580
2,330590
2,330660
2,330670
2,330680
2,330770
2,330880
2,331120
2,331190
2,331220
2,331290
2,331360
2,331400
2,331440
2,331450
2,331500
2,331570
2,331600
2,331650
2,331690
2,331720
2,331970
2,332150
2,332200
2,332250
2,332270
2,332330
2,332400
2,332480
2,332500
2,332530
2,332610
2,332650
2,332700
2,332730
2,332760
2,332780
2,332790
2,332880
2,332950
2,333130
2,333210
2,333250
2,333290
2,333330
2,333340
2,333510
2,333580
2,333660
2,333760
2,333930
2,333950
2,333980
2,334040
2,334070
2,334100
2,334140
2,334190
2,334210
2,334280
2,334410
2,334540
2,334560
2,334620
2,334690
2,334830
2,334840
2,334960
2,335070
2,335090
2,335200
2,335300
2,335320
2,335330
2,335430
2,335440
2,335560
2,335700
2,335770
2,335790
2,335830
2,335840
2,336040
2,336060
2,336090
2,336110
2,336160
2,336200
2,336210
2,336220
2,336420
2,336440
2,336610
2,336840
2,336930
2,336940
2,337000
2,337180
2,337280
2,337290
2,337320
2,337350
2,337360
2,337420
2,337480
2,337650
2,337670
2,337700
2,337730
2,338030
2,338140
2,338170
2,338180
2,338190
2,338260
2,338300
2,338310
2,338330
2,338390
2,338530
2,338540
2,338760
2,338890
2,339000
2,339040
2,339120
2,339200
2,339230
2,339240
2,339250
2,339280
2,339290
2,339340
2,339440
2,339500
2,339590
2,339610
2,339690
2,339700
2,339710
2,339910
2,340000
2,340050
2,340120
2,340130
2,340140
2,340170
2,340190
2,340290
2,340350
2,340380
2,340440
2,340460
2,340480
2,340520
2,340540
2,340560
2,340580
2,340630
2,340680
2,340750
2,340770
2,340810
2,340830
2,340840
2,340860
2,340990
2,341010
2,341020
2,341060
2,341070
2,341080
2,341090
2,341160
2,341260
2,341360
2,341440
2,341470
2,341490
2,341500
2,341530
2,341550
2,341570
2,341660
2,341680
2,341730
2,341760
2,341860
2,341870
2,341890
2,341940
2,341980
2,342020
2,342130
2,342150
2,342180
2,342200
2,342230
2,342240
2,342300
2,342350
2,342480
2,342520
2,342530
2,342560
2,342570
2,342620
2,342640
2,342650
2,342660
2,342740
2,342870
2,342920
2,342980
2,343020
2,343100
2,343120
2,343150
2,343170
2,343280
2,343320
2,343340
2,343440
2,343630
2,343690
2,343740
2,344100
2,344130
2,344220
2,344240
2,344300
2,344410
2,344740
2,344760
2,344880
2,344890
2,344900
2,344910
2,345020
2,345060
2,345080
2,345120
2,345130
2,345180
2,345200
2,345240
2,345260
2,345280
2,345330
2,345340
2,345440
2,345580
2,345630
2,345690
2,345710
2,345820
2,345860
2,345990
2,346040
2,346110
2,346120
2,346150
2,346180
2,346300
2,346330
2,346340
2,346450
2,346460
2,346490
2,346500
2,346630
2,346670
2,346730
2,346770
2,346780
2,346920
2,346970
2,347030
2,347040
2,347080
2,347160
2,347170
2,347270
2,347280
2,347290
2,347330
2,347510
2,347580
2,347600
2,347660
2,347670
2,347690
2,347720
2,347820
2,347930
2,347940
2,348000
2,348020
2,348160
2,348240
2,348280
2,348450
2,348460
2,348470
2,348490
2,348530
2,348550
2,348650
2,348700
2,348710
2,348730
2,348740
2,348800
2,348810
2,348860
2,348980
2,349020
2,349040
2,349100
2,349150
2,349250
2,349440
2,349510
2,349670
2,349680
2,349690
2,349710
2,349760
2,349950
2,349980
2,350000
2,350020
2,350070
2,350080
2,350150
2,350210
2,350220
2,350310
2,350500
2,350600
2,350610
2,350620
2,350640
2,350740
2,350770
2,350780
2,350800
2,350810
2,350910
2,350970
2,351100
2,351140
2,351170
2,351230
2,351240
2,351250
2,351290
2,351300
2,351400
2,351410
2,351420
2,351470
2,351640
2,351690
2,351810
2,351820
2,352030
2,352120
2,352160
2,352170
2,352370
2,352400
2,352460
2,352620
2,352640
2,352700
2,352760
2,352790
2,352850
2,352900
2,352950
2,352960
2,353090
2,353130
2,353190
2,353260
2,353340
2,353700
2,353940
2,353990
2,354030
2,354040
2,354050
2,354140
2,354200
2,354280
2,354290
2,354380
2,354400
2,354430
2,354620
2,354960
2,354970
2,355020
2,355050
2,355070
2,355080
2,355140
2,355180
2,355190
2,355230
2,355240
2,355250
2,355310
2,355350
2,355400
2,355410
2,355430
2,355560
2,355690
2,355790
2,355810
2,355820
2,355840
2,355860
2,356070
2,356170
2,356190
2,356310
2,356400
2,356460
2,356500
2,356510
2,356570
2,356580
2,356650
2,356670
2,356790
2,356890
2,356910
2,357010
2,357030
2,357070
2,357120
2,357190
2,357290
2,357320
2,357330
2,357340
2,357500
2,357650
2,357690
2,357700
2,357720
2,357750
2,357770
2,357780
2,357830
2,357840
2,357890
2,357910
2,357920
2,358000
2,358080
2,358190
2,358210
2,358220
2,358230
2,358250
2,358260
2,358290
2,358300
2,358310
2,358320
2,358340
2,358350
2,358360
2,358370
2,358380
2,358390
2,358410
2,358610
2,358650
2,358810
2,358830
2,358840
2,358960
2,359050
2,359060
2,359090
2,359100
2,359140
2,359160
2,359280
2,359300
2,359310
2,359320
2,359450
2,359550
2,359580
2,359600
2,359630
2,359650
2,359840
2,359900
2,359940
2,359960
2,360150
2,360170
2,360430
2,360450
2,360510
2,360530
2,360580
2,360590
2,360600
2,360620
2,360680
2,360740
2,360750
2,360830
2,360890
2,360940
2,360970
2,361100
2,361110
2,361190
2,361230
2,361250
2,361300
2,361330
2,361350
2,361370
2,361560
2,361600
2,361630
2,361670
2,361680
2,361690
2,361830
2,362310
2,362370
2,362380
2,362490
2,362810
2,362890
2,363130
2,363200
2,363220
2,363270
2,363360
2,363430
2,363440
2,363460
2,363490
2,363510
2,363520
2,363610
2,363620
2,363920
2,363930
2,363940
2,363950
2,364050
2,364060
2,364100
2,364130
2,364230
2,364250
2,364360
2,364370
2,364420
2,364510
2,364630
2,364690
2,364700
2,364720
2,364770
2,364800
2,364810
2,364820
2,364830
2,364840
2,364880
2,364890
2,364900
2,364910
2,365020
2,365060
2,365090
2,365120
2,365200
2,365300
2,365310
2,365330
2,365340
2,365400
2,365420
2,365590
2,365620
2,365660
2,365680
2,365760
2,365770
2,365810
2,365850
2,365860
2,365870
2,365930
2,366010
2,366040
2,366060
2,366090
2,366180
2,366240
2,366250
2,366260
2,366270
2,366280
2,366460
2,366610
2,366620
2,366640
2,366690
2,366700
2,366810
2,366860
2,366890
2,366960
2,366970
2,367040
2,367050
2,367060
2,367080
2,367140
2,367240
2,367260
2,367270
2,367300
2,367340
2,367350
2,367430
2,367500
2,367520
2,367550
2,367570
2,367600
2,367660
2,367780
2,367800
2,367990
2,368000
2,368050
2,368070
2,368080
2,368180
2,368500
2,368600
2,368620
2,368680
2,368690
2,368700
2,368720
2,368730
2,368740
2,368830
2,368860
2,368980
2,368990
2,369000
2,369030
2,369060
2,369070
2,369080
2,369100
2,369110
2,369180
2,369270
2,369360
2,369440
2,369530
2,369550
2,369560
2,369700
2,369860
2,369890
2,370020
2,370130
2,370210
2,370220
2,370270
2,370310
2,370390
2,370460
2,370480
2,370490
2,370510
2,370550
2,370590
2,370770
2,370800
2,370920
2,370940
2,370970
2,371100
2,371140
2,371180
2,371210
2,371380
2,371390
2,371400
2,371410
2,371430
2,371500
2,371510
2,371530
2,371550
2,371570
2,371620
2,371650
2,371660
2,371690
2,371700
2,371880
2,371890
2,371970
2,372030
2,372150
2,372210
2,372250
2,372340
2,372350
2,372380
2,372490
2,372540
2,372740
2,372750
2,372770
2,372820
2,372830
2,372960
2,372970
2,373120
2,373180
2,373290
2,373360
2,373460
2,373470
2,373480
2,373600
2,373610
2,373620
2,373630
2,373670
2,373750
2,373880
2,373920
2,374040
2,374050
2,374060
2,374170
2,374240
2,374280
2,374320
2,374420
2,374460
2,374630
2,374670
2,374990
2,375000
2,375030
2,375040
2,375090
2,375120
2,375170
2,375190
2,375230
2,375290
2,375310
2,375330
2,375480
2,375520
2,375550
2,375570
2,375600
2,375620
2,375680
2,375750
2,375790
2,375850
2,375930
2,376120
2,376130
2,376160
2,376210
2,376300
2,376350
2,376730
2,376750
2,376880
2,376920
2,377060
2,377140
2,377200
2,377250
2,377260
2,377290
2,377310
2,377320
2,377360
2,377460
2,377600
2,377860
2,377870
2,377890
2,377980
2,378070
2,378080
2,378090
2,378260
2,378270
2,378350
2,378370
2,378450
2,378480
2,378510
2,378530
2,378540
2,378580
2,378610
2,378750
2,378770
2,378850
2,378930
2,379290
2,379320
2,379380
2,379420
2,379430
2,379520
2,379640
2,379720
2,379990
2,380020
2,380210
2,380220
2,380360
2,380540
2,380550
2,380580
2,380670
2,380690
2,380700
2,380750
2,380840
2,380860
2,380920
2,380990
2,381020
2,381050
2,381140
2,381170
2,381210
2,381220
2,381250
2,381320
2,381550
2,381590
2,381610
2,381750
2,381880
2,381910
2,381940
2,382050
2,382080
2,382090
2,382130
2,382160
2,382180
2,382250
2,382260
2,382300
2,382330
2,382350
2,382360
2,382420
2,382480
2,382490
2,382570
2,382920
2,383010
2,383020
2,383150
2,383180
2,383230
2,383530
2,383580
2,383630
2,383700
2,383710
2,383750
2,383790
2,383800
2,383810
2,383840
2,383930
2,384000
2,384010
2,384090
2,384100
2,384110
2,384120
2,384190
2,384200
2,384250
2,384280
2,384480
2,384490
2,384500
2,384570
2,384590
2,384690
2,384700
2,384900
2,384940
2,384960
2,384970
2,384990
2,385100
2,385220
2,385230
