TAG_ID,VIDEOGAME_ID
14,307590
14,307620
14,307690
14,307780
14,307940
14,308000
14,308060
14,308400
14,308440
14,308540
14,308580
14,308600
14,309900
14,310110
14,310510
14,310700
14,310790
14,310810
14,310830
14,310850
14,310870
14,310890
14,310990
14,311010
14,311080
14,311100
14,311120
14,311140
14,311340
14,311480
14,311490
14,311560
14,311730
14,311770
14,311820
14,311870
14,311930
14,311940
14,312010
14,312050
14,312150
14,312220
14,312230
14,312240
14,312310
14,312510
14,312530
14,312540
14,312560
14,312610
14,312640
14,312650
14,312670
14,312780
14,312900
14,312990
14,313040
14,313080
14,313210
14,313390
14,313400
14,313590
14,313810
14,313980
14,314220
14,314250
14,314290
14,314350
14,314410
14,314460
14,314530
14,314560
14,314570
14,314590
14,314710
14,315110
14,315340
14,315480
14,315540
14,315610
14,315650
14,315670
14,315830
14,315850
14,315920
14,315940
14,316020
14,316030
14,316180
14,316260
14,316320
14,316370
14,316660
14,316810
14,316930
14,316970
14,317040
14,317060
14,317360
14,317410
14,317440
14,317510
14,317710
14,317720
14,317840
14,317970
14,318100
14,318220
14,318480
14,318560
14,318690
14,318860
14,318950
14,319080
14,319140
14,319170
14,319180
14,319280
14,319430
14,319470
14,319480
14,319570
14,319830
14,320150
14,320320
14,320410
14,320540
14,320790
14,320840
14,321030
14,321080
14,321260
14,321270
14,321330
14,321350
14,321360
14,321390
14,321560
14,321710
14,321920
14,321940
14,321950
14,322080
14,322110
14,322130
14,322210
14,322290
14,322430
14,322440
14,322500
14,322520
14,322750
14,322980
14,323000
14,323240
14,323430
14,323450
14,323460
14,323470
14,323580
14,324070
14,324140
14,324240
14,324360
14,324390
14,324520
14,324570
14,324650
14,324740
14,324760
14,324800
14,324810
14,325150
14,325300
14,325370
14,325860
14,325870
14,325930
14,326110
14,326120
14,326150
14,326340
14,326470
14,326590
14,326720
14,326840
14,326990
14,327010
14,327030
14,327060
14,327150
14,327440
14,327500
14,327510
14,327520
14,327740
14,327760
14,327880
14,327910
14,328070
14,328460
14,328470
14,328510
14,328640
14,328650
14,328670
14,328830
14,329050
14,329190
14,329240
14,329320
14,329340
14,329380
14,329460
14,329480
14,329490
14,329640
14,329650
14,329770
14,330100
14,330180
14,330270
14,330350
14,330370
14,330450
14,330570
14,330590
14,330660
14,330670
14,330680
14,330880
14,331220
14,331290
14,331360
14,331450
14,331500
14,331570
14,331600
14,331650
14,331690
14,331720
14,331970
14,332150
14,332250
14,332270
14,332330
14,332480
14,332530
14,332610
14,332650
14,332700
14,332730
14,332760
14,332780
14,332790
14,332880
14,333130
14,333210
14,333250
14,333290
14,333330
14,333510
14,333580
14,333660
14,333760
14,334040
14,334070
14,334100
14,334140
14,334190
14,334210
14,334280
14,334410
14,334540
14,334560
14,334620
14,334690
14,334830
14,334840
14,334960
14,335090
14,335200
14,335320
14,335430
14,335440
14,335560
14,335700
14,335770
14,335830
14,335840
14,336040
14,336060
14,336090
14,336110
14,336160
14,336200
14,336210
14,336220
14,336420
14,336440
14,336610
14,336840
14,336930
14,336940
14,337000
14,337180
14,337280
14,337290
14,337320
14,337350
14,337360
14,337480
14,337650
14,337670
14,337700
14,337730
14,338030
14,338140
14,338170
14,338190
14,338260
14,338300
14,338310
14,338330
14,338390
14,338530
14,338760
14,338890
14,339000
14,339040
14,339120
14,339200
14,339230
14,339240
14,339250
14,339290
14,339440
14,339500
14,339590
14,339690
14,339700
14,339710
14,340000
14,340120
14,340130
14,340170
14,340190
14,340290
14,340350
14,340380
14,340440
14,340480
14,340520
14,340540
14,340560
14,340580
14,340630
14,340680
14,340750
14,340770
14,340830
14,340840
14,340860
14,340990
14,341010
14,341020
14,341060
14,341070
14,341080
14,341090
14,341160
14,341260
14,341360
14,341440
14,341470
14,341490
14,341530
14,341550
14,341570
14,341660
14,341680
14,341730
14,341760
14,341860
14,341870
14,341890
14,341940
14,341980
14,342020
14,342130
14,342150
14,342230
14,342240
14,342300
14,342350
14,342480
14,342520
14,342530
14,342570
14,342620
14,342640
14,342650
14,342660
14,342740
14,342920
14,343020
14,343100
14,343120
14,343150
14,343170
14,343280
14,343320
14,343340
14,343440
14,343630
14,343690
14,344100
14,344130
14,344220
14,344240
14,344300
14,344740
14,344880
14,344900
14,344910
14,345020
14,345060
14,345080
14,345120
14,345130
14,345200
14,345240
14,345260
14,345280
14,345340
14,345440
14,345580
14,345630
14,345690
14,345710
14,345860
14,345990
14,346040
14,346120
14,346150
14,346180
14,346300
14,346340
14,346450
14,346460
14,346490
14,346500
14,346670
14,346730
14,346770
14,346780
14,346920
14,346970
14,347030
14,347040
14,347080
14,347270
14,347280
14,347290
14,347330
14,347510
14,347600
14,347660
14,347670
14,347690
14,347820
14,348000
14,348020
14,348280
14,348450
14,348460
14,348470
14,348490
14,348530
14,348650
14,348700
14,348710
14,348730
14,348740
14,348800
14,348810
14,348860
14,348980
14,349020
14,349040
14,349100
14,349150
14,349250
14,349440
14,349670
14,349680
14,349690
14,349710
14,349950
14,349980
14,350000
14,350020
14,350080
14,350150
14,350210
14,350310
14,350500
14,350530
14,350600
14,350610
14,350620
14,350740
14,350770
14,350780
14,350910
14,350970
14,351140
14,351170
14,351230
14,351240
14,351250
14,351300
14,351400
14,351410
14,351420
14,351470
14,351690
14,351810
14,351820
14,352030
14,352120
14,352160
14,352170
14,352370
14,352620
14,352700
14,352760
14,352790
14,352850
14,352900
14,352960
14,353090
14,353190
14,353260
14,353340
14,353700
14,353890
14,353940
14,353990
14,354030
14,354040
14,354050
14,354280
14,354380
14,354430
14,354960
14,354970
14,355020
14,355050
14,355070
14,355080
14,355140
14,355190
14,355230
14,355240
14,355250
14,355310
14,355350
14,355410
14,355560
14,355690
14,355790
14,355810
14,355820
14,355860
14,356070
14,356170
14,356190
14,356310
14,356400
14,356460
14,356510
14,356790
14,356890
14,356910
14,357010
14,357030
14,357070
14,357120
14,357190
14,357290
14,357320
14,357330
14,357340
14,357500
14,357690
14,357700
14,357720
14,357750
14,357830
14,357840
14,357890
14,357920
14,358000
14,358080
14,358190
14,358210
14,358220
14,358230
14,358250
14,358260
14,358290
14,358300
14,358310
14,358320
14,358340
14,358350
14,358360
14,358370
14,358380
14,358390
14,358410
14,358610
14,358650
14,358810
14,358830
14,358840
14,358960
14,359060
14,359090
14,359100
14,359140
14,359160
14,359280
14,359300
14,359450
14,359600
14,359630
14,359650
14,359900
14,359960
14,360150
14,360430
14,360450
14,360530
14,360580
14,360590
14,360600
14,360680
14,360740
14,360750
14,360940
14,360970
14,361100
14,361110
14,361230
14,361250
14,361330
14,361350
14,361370
14,361560
14,361600
14,361630
14,361670
14,361680
14,361690
14,361830
14,362310
14,362370
14,362380
14,362810
14,363130
14,363200
14,363220
14,363270
14,363440
14,363460
14,363490
14,363520
14,363610
14,363620
14,363920
14,363940
14,363950
14,364050
14,364060
14,364100
14,364130
14,364250
14,364370
14,364510
14,364630
14,364690
14,364700
14,364720
14,364770
14,364800
14,364810
14,364820
14,364830
14,364840
14,364880
14,364890
14,364900
14,364910
14,365060
14,365090
14,365120
14,365200
14,365300
14,365330
14,365340
14,365400
14,365460
14,365620
14,365680
14,365760
14,365770
14,365810
14,365850
14,365860
14,365870
14,365930
14,366010
14,366040
14,366060
14,366180
14,366240
14,366250
14,366260
14,366270
14,366280
14,366460
14,366610
14,366620
14,366640
14,366690
14,366700
14,366810
14,366860
14,366890
14,366960
14,366970
14,367040
14,367050
14,367060
14,367080
14,367140
14,367240
14,367260
14,367270
14,367300
14,367340
14,367350
14,367430
14,367550
14,367570
14,367660
14,367780
14,367800
14,367990
14,368000
14,368050
14,368070
14,368080
14,368180
14,368500
14,368600
14,368680
14,368690
14,368700
14,368720
14,368730
14,368830
14,368860
14,368990
14,369000
14,369060
14,369070
14,369100
14,369110
14,369180
14,369270
14,369360
14,369440
14,369550
14,369560
14,369700
14,369860
14,369890
14,370130
14,370210
14,370220
14,370270
14,370310
14,370490
14,370510
14,370550
14,370590
14,370800
14,370920
14,370940
14,370970
14,371140
14,371180
14,371210
14,371380
14,371390
14,371400
14,371410
14,371430
14,371500
14,371510
14,371530
14,371550
14,371620
14,371660
14,371690
14,371700
14,371890
14,372030
14,372150
14,372210
14,372250
14,372340
14,372350
14,372380
14,372490
14,372540
14,372740
14,372770
14,372830
14,372960
14,372970
14,373120
14,373180
14,373290
14,373360
14,373460
14,373470
14,373480
14,373600
14,373610
14,373620
14,373630
14,373670
14,373880
14,373920
14,374050
14,374170
14,374240
14,374280
14,374420
14,374460
14,374630
14,374990
14,375000
14,375030
14,375040
14,375090
14,375120
14,375170
14,375230
14,375290
14,375310
14,375330
14,375520
14,375570
14,375600
14,375620
14,375680
14,375750
14,375790
14,375930
14,376120
14,376130
14,376160
14,376350
14,376730
14,376750
14,376880
14,376920
14,377200
14,377250
14,377290
14,377310
14,377360
14,377460
14,377600
14,377870
14,377890
14,377980
14,378070
14,378080
14,378090
14,378260
14,378270
14,378350
14,378450
14,378480
14,378540
14,378580
14,378750
14,378770
14,378850
14,378930
14,379290
14,379320
14,379380
14,379420
14,379520
14,379640
14,379720
14,379990
14,380020
14,380210
14,380220
14,380540
14,380550
14,380690
14,380700
14,380750
14,380860
14,380920
14,380990
14,381020
14,381050
14,381140
14,381170
14,381250
14,381320
14,381550
14,381610
14,381910
14,381940
14,382050
14,382080
14,382090
14,382130
14,382160
14,382180
14,382250
14,382260
14,382300
14,382330
14,382350
14,382360
14,382420
14,382490
14,382570
14,382920
14,383010
14,383020
14,383180
14,383530
14,383580
14,383630
14,383700
14,383710
14,383750
14,383790
14,383800
14,383810
14,383930
14,384000
14,384010
14,384100
14,384120
14,384200
14,384250
14,384280
14,384500
14,384570
14,384590
14,384690
14,384700
14,384900
14,384940
14,384960
14,384970
14,384990
14,385100
14,385220
14,385230
14,385270
14,385350
14,385400
14,385440
14,385560
14,385600
14,385630
14,385700
14,385710
14,385830
14,385860
14,386050
14,386080
14,386090
14,386100
14,386140
14,386160
14,386180
14,386200
14,386280
14,386290
14,386330
14,386340
14,386390
14,386510
14,386540
14,386560
14,386600
14,386630
14,386650
14,386750
14,386770
14,386930
14,387010
14,387060
14,387070
14,387110
14,387130
14,387240
14,387280
14,387400
14,387870
14,387880
14,388260
14,388410
14,388430
14,388500
14,388550
14,388720
14,388800
14,388840
14,388910
14,388970
14,389010
14,389160
14,389220
14,389310
14,389460
14,389650
14,389730
14,389840
14,389900
14,390030
14,390210
14,390330
14,390340
14,390460
14,390610
14,390660
14,390680
14,390710
14,390720
14,390890
14,390910
14,390930
14,391070
14,391100
14,391140
14,391160
14,391170
14,391180
14,391210
14,391220
14,391250
14,391290
14,391300
14,391310
14,391380
14,391390
14,391550
14,391560
14,391600
14,391630
14,391650
14,391740
14,391780
14,391910
14,391960
14,392000
14,392020
14,392030
14,392040
14,392100
14,392120
14,392290
14,392410
14,392580
14,392680
14,392720
14,392930
14,393080
14,393170
14,393220
14,393240
14,393460
14,393600
14,393610
14,393660
14,393770
14,393790
14,393820
14,393950
14,394010
14,394030
14,394140
14,394160
14,394220
14,394230
14,394260
14,394390
14,394550
14,394600
14,394760
14,394850
14,394870
14,394950
14,394990
14,395100
14,395140
14,395200
14,395300
14,395380
14,395470
14,395480
14,395500
14,395550
14,395620
14,395940
14,396010
14,396260
14,396350
14,396560
14,396590
14,396610
14,396640
14,396710
14,396750
14,396820
14,396900
14,396930
14,397020
14,397200
14,397240
14,397310
14,397320
14,397330
14,397360
14,397570
14,397580
14,397600
14,397690
14,397700
14,397730
14,397810
14,397860
14,397950
14,397980
14,397990
14,398000
14,398020
14,398030
14,398070
14,398120
14,398150
14,398180
14,398250
14,398260
14,398670
14,398710
14,398830
14,398840
14,398850
14,398900
14,398930
14,398940
14,399000
14,399070
14,399090
14,399100
14,399120
14,399130
14,399140
14,399240
14,399260
14,399600
14,399640
14,399820
14,399910
14,399920
14,400170
14,400180
14,400220
14,400280
14,400350
14,400370
14,400450
14,400500
14,400710
14,400740
14,400790
14,400940
14,401120
14,401170
14,401190
14,401250
14,401280
14,401330
14,401360
14,401420
14,401510
14,401560
14,401680
14,401710
14,401840
14,401890
14,402030
14,402120
14,402130
14,402190
14,402220
14,402340
14,402390
14,402670
14,402850
14,402910
14,402970
14,402980
14,403010
14,403200
14,403230
14,403270
14,403400
14,403410
14,403430
14,403440
14,403460
14,403570
14,403590
14,403640
14,403680
14,403700
14,403780
14,403850
14,403860
14,403900
14,403940
14,404050
14,404100
14,404390
14,404460
14,404530
14,404540
14,404590
14,404660
14,404680
14,404750
14,404860
14,404890
14,405000
14,405180
14,405190
14,405290
14,405340
14,405440
14,405500
14,405540
14,405550
14,405610
14,405650
14,405670
14,405760
