DEVELOPER_ID,VIDEOGAME_ID
839,737070
840,439720
840,727570
841,866080
842,390720
843,537700
843,610120
843,874370
843,968700
844,652950
845,449440
845,474820
845,491030
845,527760
845,527770
845,539450
845,599100
845,602170
845,677980
845,678670
845,798270
845,798280
845,816710
845,823830
845,838390
845,948990
845,981960
845,989910
846,898740
847,707870
848,512260
848,537760
848,556190
848,575800
848,598610
848,598620
848,616860
848,841980
849,861290
850,299910
851,810330
852,1002850
853,611720
854,574040
855,814770
856,781780
857,737840
858,595920
859,470060
859,501530
860,625700
861,684400
862,749470
863,511690
864,491240
865,818830
866,442770
867,477270
868,333660
869,611780
870,554590
871,952510
872,370070
873,556120
874,763200
874,860430
874,998890
875,471660
876,992960
877,913830
878,458600
878,644160
879,504840
880,369070
881,898080
882,652030
883,471200
884,528580
885,238530
885,588950
886,992880
887,851370
888,731180
889,397870
889,630360
890,553760
891,524120
892,411860
893,367140
894,893390
895,360890
896,732950
897,727170
898,711120
899,547090
900,871670
901,524340
902,547090
903,435530
904,1018720
905,359940
905,365020
905,661790
906,718910
907,464760
907,475220
907,487270
907,537360
907,607270
907,664630
907,701960
907,750870
908,917770
909,589100
910,531140
911,597210
912,636310
912,893350
913,487020
913,656660
913,658800
913,659890
913,660030
913,795940
913,796490
913,797300
913,797310
913,797330
913,797340
913,797350
913,797440
913,797450
914,754270
915,552800
916,933030
917,774351
918,295690
919,882230
920,964220
921,454180
921,575570
921,713500
921,832420
922,595640
923,984020
924,530240
925,666930
926,325120
926,348240
926,546080
926,644200
927,875320
928,592720
929,657400
930,747340
931,449330
932,263700
932,263720
933,718310
934,588710
934,759160
934,831060
935,466210
935,538560
936,744270
937,864110
937,943440
937,1028250
938,851290
938,1065160
939,418960
940,380750
940,850060
941,929600
942,458110
942,466290
943,40330
943,40340
943,40350
943,216210
943,257220
944,516650
945,395560
946,382320
947,358220
948,946500
948,983340
949,516530
950,809840
951,718660
951,804290
951,867850
952,1022280
953,395880
954,333250
954,562410
954,787400
955,329280
956,937530
957,871100
958,465970
958,514770
958,1038670
959,378530
960,329130
961,845880
962,223730
963,215080
963,254300
963,345990
963,609940
964,468560
965,671720
966,263380
967,572480
968,964770
969,468560
970,892560
971,704700
972,749180
973,511430
974,791330
975,383540
976,889470
976,1021130
977,348380
978,457380
979,436230
979,848410
980,293440
981,435800
982,664830
983,553950
984,368430
985,306040
986,724120
987,679270
988,459940
988,518320
988,822920
989,341500
990,952510
991,305780
991,334710
991,399140
991,515650
991,685400
992,448650
993,250340
994,296870
995,425990
996,428130
997,628710
998,600210
998,645940
998,732110
998,1010650
999,497300
999,797420
1000,378810
1001,418460
1002,346800
1003,983640
1004,680940
1005,487530
1005,727480
1005,816190
1005,876890
1006,509540
1006,602480
1007,516120
1008,870740
1009,468170
1009,551320
1009,740300
1010,467790
1011,533950
1011,845630
1012,685450
1012,875540
1013,992520
1014,407420
1014,496550
1014,657630
1014,679860
1014,931250
1015,410330
1016,416180
1017,479100
1018,420000
1019,674120
1020,348870
1020,400790
1020,545590
1020,1052220
1021,424320
1022,589290
1023,390220
1024,716150
1025,855320
1026,793010
1027,939230
1028,625630
1029,395940
1029,464630
1030,1016420
1031,305820
1032,935750
1032,964130
1033,355860
1034,572000
1035,416250
1036,827410
1037,526310
1037,655760
1038,289600
1038,289890
1038,296210
1039,700460
1040,652230
1040,773650
1040,833300
1041,1039910
1042,673610
1043,379870
1044,556090
1045,940640
1046,654070
1047,560200
1048,816870
1049,290380
1050,618970
1051,516410
1051,585710
1052,1034880
1053,876410
1054,830620
1054,983170
1055,599420
1055,614850
1056,498720
1057,317320
1057,501790
1058,738610
1059,808080
1060,288710
1061,302460
1062,787460
1062,802300
1062,802310
1062,802320
1062,802330
1062,802340
1063,753230
1064,1043120
1065,691720
1066,821100
1067,385700
1068,434500
1069,741560
1070,22500
1070,488910
1071,894890
1072,362020
1073,296300
1073,389140
1074,601170
1075,259390
1075,446790
1076,834140
1077,415850
1077,656220
1078,528980
1079,372190
1079,385530
1079,529420
1080,723070
1080,997430
1081,298140
1082,897030
1083,263300
1083,267900
1083,294810
1083,314030
1083,326340
1083,348550
1083,356910
1083,376300
1083,388750
1083,411390
1083,421610
1083,425460
1083,433450
1083,437000
1083,438940
1083,520440
1083,525700
1083,528610
1083,536560
1083,544630
1083,570790
1083,586140
1083,648630
1083,651340
1083,678950
1083,702890
1083,707350
1084,383810
1085,622080
1085,714840
1085,803720
1086,296790
1087,412380
1087,418640
1088,598180
1089,420500
1090,603750
1091,688200
1092,369700
1093,40400
1093,40420
1093,209330
1093,228320
1093,234370
1093,238890
1093,238910
1093,273070
1093,410820
1093,471770
1093,573410
1094,836080
1095,314210
1096,893390
1097,439370
1098,486290
1098,683000
1099,250420
1099,374640
1099,899610
1100,627670
1101,501310
1102,301360
1103,569840
1104,448750
1105,617060
1106,864060
1107,773770
1108,751590
1108,768540
1109,800930
1110,961420
1111,506670
1111,581670
1111,802810
1112,822750
1113,929860
1114,725430
1115,1024520
1116,861230
1117,456430
1117,476920
1117,575960
1118,530360
1118,618550
1118,796940
1118,913010
1119,496070
1120,849800
1121,341030
1122,979000
1123,444180
1123,523740
1123,835600
1124,401210
1125,406300
1126,454160
1127,689100
1128,599630
1129,356280
1130,717050
1131,696410
1132,545800
1132,782380
1133,1700
1133,2100
1133,205100
1133,403640
1133,480490
1133,614570
1133,741820
1134,246940
1135,205230
1135,243280
1136,989650
1137,837290
1138,644660
1139,799460
1140,601400
1141,757440
1141,846210
1141,946790
1142,527260
1143,1028880
1144,848300
1144,956060
1145,267490
1145,537450
1146,719250
1147,456170
1148,511160
1149,746900
1150,889720
1150,1022320
1151,39000
1152,572890
1153,745000
1154,286140
1155,338040
1156,638020
1157,516840
1158,413510
1159,42910
1159,258970
1159,394510
1160,566780
1161,355080
1162,493820
1163,807910
1163,807930
1163,807940
1163,825490
1163,839620
1163,968980
1163,968990
1164,437570
1165,895940
1166,527750
1167,773430
1168,330460
1169,745370
1169,822530
1169,995790
1170,709750
1171,664590
1172,840720
1173,606050
1173,625950
1174,606370
1175,9980
1175,10120
1176,806670
1177,322980
1177,622020
1178,362930
1178,374900
1178,417430
1179,446780
1179,548480
1180,295630
1180,312410
1180,324520
1181,6270
1182,345920
1183,868710
1183,899220
1183,968570
1183,1031290
1184,45100
1184,553020
1185,654750
1186,764410
1187,644660
1188,797710
1189,545620
1190,259740
1190,279800
1190,284710
1190,284730
1190,284750
1190,284770
1190,284790
1190,284810
1190,284830
1190,284850
1190,313650
1190,319320
1190,350010
1190,458470
1190,495110
1190,855640
1191,227220
1191,288260
1192,843990
1193,752080
1194,513240
1195,849680
1195,903580
1196,658150
1197,341260
1198,1045020
1199,966580
1199,1001980
1200,429790
1201,853410
1202,262980
1203,545640
1203,545820
1204,466060
1205,592990
1206,299360
1206,509420
1206,536640
1207,1010780
1208,644660
1208,656620
1208,657410
1208,682960
1209,662620
1209,912600
1210,341550
1211,361620
1212,922150
1213,509850
1213,527800
1213,656910
1213,696490
1213,721420
1213,795920
1213,856730
1213,938360
1213,1062120
1214,696160
1215,691390
1216,350070
1217,476240
1217,699600
1218,666080
1219,535690
1220,225640
1221,12320
1221,12330
1221,12470
1221,33570
1222,552870
1223,688350
1224,953900
1225,533630
1226,464880
1227,720280
1227,844930
1228,477140
1229,515010
1230,460950
1231,517270
1232,387970
1232,511190
1232,890130
1233,534360
1233,556180
1233,598810
1233,622440
1233,651470
1234,283410
1234,331750
1234,579490
1234,613880
1234,630610
1235,214630
1235,312840
1235,557520
1236,8930
1236,49520
1236,65980
1236,261640
1236,289070
1237,310790
1238,2630
1238,6020
1238,6030
1238,7940
1238,8870
1238,8930
1238,10180
1238,24780
1238,32370
1238,49520
1238,65980
1238,244160
1238,261640
1238,289070
1238,311210
1238,360430
1239,208580
1240,32430
1240,32500
1241,598990
1241,599000
1241,763970
1241,765840
1241,765850
1241,765860
1241,765890
1241,765900
1241,765910
1242,744040
1243,296870
1243,959130
1244,252110
1245,404890
1246,293420
1247,633660
1248,514400
1249,817390
1250,795430
1251,759060
1252,548500
1253,385070
1253,391660
1253,412170
1253,457820
1253,467000
1253,533820
1253,661120
1253,661670
1253,766940
1253,794030
1253,970090
1254,356770
1255,792990
1256,302210
1257,597220
1258,653870
1259,529860
1260,518610
1261,932070
1262,295990
1262,509860
1262,546460
1263,601930
1264,950570
1265,464610
1266,560340
1267,335240
1267,667890
1268,477720
1269,246760
1269,528820
1269,846200
1270,575550
1271,371320
1272,326650
1273,394120
1274,555180
1275,552620
1276,887170
1277,522570
1277,581030
1277,634230
1277,711010
1277,801320
1277,924670
1277,1015470
1277,1039570
1278,475090
1278,675170
1279,914250
1280,379390
1281,517140
1282,818140
1283,671650
1284,732950
1285,324260
1285,423900
1285,829590
1286,536660
1287,359060
1288,872490
1289,1034950
1290,342100
1291,1049140
1292,655140
1292,661570
1292,760700
1293,727140
1294,681950
1294,749900
1295,330520
1296,510910
1297,699670
1298,461880
1298,496440
1298,581100
1299,304910
1299,307940
1299,543180
1300,898080
1301,712430
1302,644660
1303,946000
1304,434960
1304,718920
1305,394700
1306,896650
1307,557670
1308,332250
1309,573110
1310,251710
1310,307600
1310,376450
1310,517780
1310,874460
1311,755790
1312,1060770
1313,845040
1314,691690
1315,651990
1316,538510
1317,1014350
1318,739960
1319,371010
1319,562250
1320,469600
1321,367710
1322,353610
1322,508910
1323,466240
1324,486150
1324,661300
1325,704040
1325,948510
1325,978670
1326,334830
1327,313870
1327,344030
1328,925090
1329,704270
1330,300820
1330,301760
1330,338300
1330,339040
1330,340990
1330,541640
1330,541660
1330,541670
1331,6880
1331,8190
1331,99300
1331,225540
1331,234140
1331,253710
1331,259080
1331,517630
1332,596650
1333,871870
1334,223410
1335,667010
1336,699470
1337,818070
1338,889320
1339,676410
1340,719350
1341,262790
1342,468560
1343,1018770
1344,788770
1345,466350
1346,841260
1347,38170
1347,38180
1347,38190
1348,399130
1348,496660
1349,257990
1349,270550
1349,307230
1349,465200
1349,674750
1350,726600
1351,716360
1352,296910
1353,718210
1354,350740
1355,332480
1355,536040
1355,655910
1356,771570
1357,416430
1358,509260
1359,341540
1360,485860
1360,485920
1360,922550
1361,439420
1362,654000
1363,253370
1364,368470
1365,370090
1365,449180
1365,501190
1365,554750
1365,932980
1366,801180
1367,453810
1368,387990
1369,318100
1369,546380
1369,556010
1369,641910
1369,709190
1369,1056710
1370,804120
1371,984660
1372,345020
1373,501450
1374,843250
1375,997000
1376,436150
1376,680310
1377,907720
1378,640850
1378,979170
1378,981900
1379,1013600
1380,790260
1381,525070
1382,264280
1383,982680
1384,659810
1385,700570
1386,787790
1387,670160
1387,692290
1388,834750
1389,372360
1389,421600
1390,438490
1391,236470
1391,351970
1392,502500
1392,544750
1393,389730
1393,394160
1393,403400
1393,403410
1393,403430
1393,429660
1393,441380
1393,738540
1393,899440
1394,455400
1395,495760
1395,884350
1396,796430
1397,1026380
1398,853620
1398,1037840
1399,512270
1399,513490
1400,502320
1401,343340
1401,701880
1402,710550
1403,590570
1404,962270
1405,781500
1406,630720
1407,916820
1408,567000
1408,605510
1409,795030
1409,880560
1410,973440
1411,614050
1411,765360
1411,843920
1412,575580
1412,596810
1412,858870
1413,367800
1414,696400
1414,718220
1414,771610
1414,786560
1414,833890
1414,876910
1414,989560
1415,663380
1416,42850
1416,745970
1417,933660
1418,568240
1419,880400
1420,450030
1421,681340
1422,558720
1423,682640
1424,809570
1425,928460
1426,529670
1427,619380
1428,406310
1429,387400
1430,830360
1431,321030
1432,338050
1433,929140
1434,570890
1434,690080
1435,793050
1436,387870
1437,781310
1438,391560
1438,718320
1438,797060
1438,817470
1438,853040
1438,1053730
1439,202310
1440,510540
1441,696730
1441,804080
1442,950360
1442,1013410
1443,681920
1444,884050
1444,964300
1445,808450
1446,535280
1447,546600
1448,655550
1449,954070
1450,434210
1450,612170
1451,570590
1452,549880
1453,552000
1454,471380
1455,12600
1456,347560
1456,418070
1456,469730
1456,513780
1457,748800
1458,559920
1459,315480
1460,340950
1461,501790
1462,373970
1463,91800
1463,91810
1464,423760
1464,720480
1464,722080
1464,730760
1464,768840
1465,704880
1466,662980
1467,767970
1468,443070
1469,600530
1470,660980
1471,881060
1471,928940
1471,956430
1472,1045300
1473,697490
1474,442810
1475,812460
1476,366210
1476,463760
1476,592890
1477,763400
1478,286040
1478,394760
1478,646200
1479,658850
1480,535260
1480,707400
1480,973240
1481,571330
1482,439920
1482,439930
1482,490910
1482,495570
1482,562730
1482,615090
1482,643700
1482,948350
1483,371450
1484,227160
1485,875810
1486,828710
1487,286140
1487,375950
1487,933080
1488,520600
1489,737390
1490,582350
1491,373390
1492,582440
1493,342660
1494,889080
1495,871150
1496,858440
1496,914390
1497,711770
1498,486020
1499,1049730
1500,365350
1500,635790
1500,924780
1501,798170
1502,424250
1503,670280
1504,979810
1505,349650
1505,395910
1506,491160
1507,386560
1508,606500
1509,437880
1510,577470
1511,611830
1512,841870
1513,33760
1514,377360
1515,277490
1516,393420
1517,898040
1518,504090
1519,503630
1520,1036400
1521,652280
1522,362490
1523,860090
1523,904530
1524,680890
1525,537630
1526,331970
1527,666910
1527,873120
1528,696860
1529,287900
1530,268340
1531,769410
1532,440880
1533,637070
1533,746240
1534,559650
1535,412770
1535,567130
1535,733800
1536,613790
1537,976360
1538,418150
1538,533170
1539,440950
1540,531990
1540,592240
1540,630070
1540,630080
1541,752690
1541,850250
1542,372540
1543,317940
1544,845490
1545,972850
1546,25600
1546,25620
1546,257870
1547,420380
1547,437210
1548,755530
1549,644660
1550,534570
1551,304670
1551,503550
1552,311940
1553,381220
1553,427910
1553,593490
1553,812960
1554,492340
1555,341090
1555,562680
1555,678930
1556,322110
1557,641980
1558,656130
1559,738580
1559,738590
1560,778250
1560,779300
1561,383590
1562,601590
1563,25910
1563,73220
1563,244410
1563,314980
1563,600280
1564,460340
1564,562500
1565,861930
1566,454780
1567,351410
1568,880490
1568,904740
1568,992750
